Id,Categoría,Pregunta,Opción A,Opción B,Correcta,Dificultad,Explicación
1103,Literatura,¿Protagonista de Crimen y Castigo?,Raskólnikov,Iván,A,Media,Rodión Raskólnikov es un estudiante que justifica un asesinato por una teoría de superioridad.
770,Gastronomía,¿Fruto seco del mazapán?,Avellana,Almendra,B,Fácil,La receta tradicional exige una mezcla proporcional de almendras crudas y azúcar.
84,Arte,¿Quién pintó La última cena?,Da Vinci,Botticelli,A,Fácil,Es un mural en el convento de Santa Maria delle Grazie en Milán; pintado con una técnica experimental.
1106,Literatura,¿Pseudónimo de Neftalí Reyes?,Pablo Neruda,García Lorca,A,Media,El poeta chileno adoptó el nombre en honor al escritor checo Jan Neruda.
798,Gastronomía,¿Qué es un cacahuete?,Fruto seco,Legumbre,B,Difícil,Crece bajo tierra en vainas; lo que lo clasifica botánicamente como familia de los frijoles y lentejas.
58,Arte,¿Ciudad del Guggenheim más famoso?,Bilbao,Madrid,A,Fácil,El edificio de titanio diseñado por Frank Gehry transformó la ciudad de Bilbao en 1997.
1118,Literatura,¿Quién escribió Romeo y Julieta?,Shakespeare,Cervantes,A,Fácil,William Shakespeare escribió esta tragedia sobre familias enfrentadas en la ciudad de Verona.
810,Gastronomía,¿Tipo de queso es el Roquefort?,Queso azul,Queso de cabra,A,Fácil,Es un queso de oveja con el moho Penicillium roqueforti que le da sus vetas azules.
69,Arte,¿Quién esculpió El Pensador?,Rodin,Donatello,A,Media,Auguste Rodin la concibió originalmente para formar parte de 'Las Puertas del Infierno'.
1096,Literatura,¿Género de Drácula?,Epistolar,Narrativo,A,Difícil,Bram Stoker narra la historia a través de diarios; cartas; recortes de prensa y registros de barcos.
767,Gastronomía,¿Fruta que flota (25% aire)?,Manzana,Pera,A,Media,Las manzanas tienen una densidad menor que la del agua debido a sus poros de aire internos.
86,Arte,¿Quién pintó Las Meninas?,Velázquez,Goya,A,Fácil,Diego Velázquez se incluyó a sí mismo en el cuadro pintando a la familia de Felipe IV.
1097,Literatura,¿Gigante de El Quijote?,No hay gigantes,Gargantúa,A,Media,Alonso Quijano ve gigantes donde solo hay molinos de viento debido a su locura.
788,Gastronomía,¿País que más café consume?,Finlandia,Colombia,A,Difícil,Los finlandeses consumen una media de 12kg por persona al año; mucho más que los países productores.
59,Arte,¿Color del fondo de El Grito?,Naranja/Rojo,Azul/Gris,A,Media,Representa un cielo encendido por una puesta de sol volcánica o la angustia del autor.
1111,Literatura,¿Quién escribió El Hobbit?,Rowling,Tolkien,B,Fácil,Fue publicado en 1937 como un libro infantil antes de la trilogía de El Señor de los Anillos.
752,Gastronomía,¿Componente del chocolate?,Cacao,Azúcar,A,Fácil,Se elabora a partir de la manipulación de las semillas del árbol Theobroma cacao.
91,Arte,¿Siglo de Da Vinci?,XV-XVI,XVIII,A,Media,Leonardo vivió durante el Renacimiento italiano; entre 1452 y 1519.
1085,Literatura,¿Animal es Moby Dick?,Cachalote,Ballena azul,A,Media,Es un gran cachalote blanco basado en un animal real llamado 'Mocha Dick'.
771,Gastronomía,¿Hongo 'diamante de cocina'?,Trufa,Champiñón,A,Fácil,Las trufas negras y blancas son valoradísimas por su aroma único y dificultad para encontrarlas.
1114,Literatura,¿Quién escribió La Odisea?,Homero,Sófocles,A,Fácil,Relata el viaje de diez años de Ulises (Odiseo) para regresar a su hogar en Ítaca.
754,Gastronomía,¿De dónde es la pizza?,Italia,Grecia,A,Fácil,La pizza moderna nació en Nápoles; aunque los griegos ya comían panes planos con ingredientes.
82,Arte,¿Quién pintó La noche estrellada?,Van Gogh,Monet,A,Fácil,La pintó desde su ventana en el asilo de Saint-Paul-de-Mausole tras un colapso mental.
1101,Literatura,¿Nombre del Capitán de Nemo?,Nemo,Ahab,A,Fácil,Es el misterioso comandante del submarino Nautilus en '20.000 leguas de viaje submarino'.
766,Gastronomía,¿Fruta con nombre de ave?,Kiwi,Tucán,A,Fácil,Comparte nombre con el ave nacional de Nueva Zelanda debido a su aspecto marrón y velludo.
81,Arte,¿Quién pintó La joven de la perla?,Vermeer,Rembrandt,A,Media,Johannes Vermeer es el autor de este cuadro; conocido como la 'Mona Lisa del Norte'.
1089,Literatura,¿Autor de El código Da Vinci?,Dan Brown,Stephen King,A,Fácil,Fue un éxito de ventas masivo que mezclaba suspense con historia del arte y religión.
757,Gastronomía,¿De qué está hecha la pasta?,Trigo duro,Maíz,A,Fácil,Se elabora principalmente con sémola de trigo duro mezclada con agua o huevo.
64,Arte,¿Nacionalidad de Dalí?,Español,Francés,A,Fácil,Salvador Dalí nació en Figueras (Cataluña) y fue el máximo exponente del surrealismo.
1119,Literatura,¿Quién escribió Sherlock Holmes?,Conan Doyle,Agatha Christie,A,Fácil,Sir Arthur Conan Doyle escribió 4 novelas y 56 relatos cortos sobre el detective.
749,Gastronomía,¿Bebida hecha de uvas?,Vino,Cerveza,A,Fácil,El vino es el resultado de la fermentación alcohólica del zumo de uvas frescas.
79,Arte,¿Quién pintó El nacimiento de Venus?,Botticelli,Miguel Ángel,A,Media,Sandro Botticelli representa a la diosa emergiendo de una concha en el mar.
1092,Literatura,¿Autor de La metamorfosis?,Kafka,Nietzsche,A,Media,Franz Kafka narra la historia de Gregorio Samsa; quien despierta convertido en insecto.
809,Gastronomía,¿Sabor que significa 'delicioso'?,Umami,Dulce,A,Media,Es el quinto sabor básico; identificado en Japón y presente en el tomate o el queso curado.
68,Arte,¿Quién es el autor de El Beso?,Gustav Klimt,Munch,A,Media,Es la obra más famosa del periodo dorado de Klimt; usando pan de oro real.
1095,Literatura,¿En qué libro sale Sancho Panza?,Don Quijote,La Celestina,A,Fácil,Es el fiel escudero que acompaña al caballero en sus aventuras por La Mancha.
761,Gastronomía,¿De qué país es el Sushi?,Japón,China,A,Fácil,Aunque el origen del pescado fermentado es chino; el sushi moderno es 100% japonés.
83,Arte,¿Quién pintó La persistencia de la memoria?,Dalí,Picasso,A,Fácil,Es el cuadro de los 'relojes blandos'; simboliza la relatividad del tiempo.
1088,Literatura,¿Autor de Cumbres Borrascosas?,Emily Brontë,Jane Austen,A,Media,Fue la única novela publicada por Emily Brontë antes de morir joven.
776,Gastronomía,¿Ingrediente de la tortilla española?,Patata,Arroz,A,Fácil,Los ingredientes básicos son huevo; patata y aceite (con la eterna duda de la cebolla).
67,Arte,¿Quién diseñó la Torre Eiffel?,Gustave Eiffel,Maurice Koechlin,A,Fácil,Eiffel fue el ingeniero que compró la patente y construyó la torre para la Expo de 1889.
1115,Literatura,¿Quién escribió Los Miserables?,Víctor Hugo,Zola,A,Media,Es una crítica social profunda ambientada en la rebelión de junio en París.
783,Gastronomía,¿País del Tequila?,México,España,A,Fácil,Se elabora a partir de la fermentación y destilado del jugo extraído del agave azul.
78,Arte,¿Quién pintó El jardín de las delicias?,El Bosco,Brueghel,A,Difícil,Es un tríptico complejo que muestra el paraíso; la vida terrenal y el infierno.
1102,Literatura,¿Nombre del niño de El libro de la selva?,Mowgli,Tarzán,A,Fácil,Fue criado por lobos en la selva de la India según el relato de Rudyard Kipling.
753,Gastronomía,¿De dónde es el Curry?,India,Tailandia,A,Fácil,Es una mezcla de especias (masala) que define gran parte de la cocina del sur de Asia.
70,Arte,¿Quién esculpió La Piedad?,Miguel Ángel,Donatello,A,Media,Es la única obra que Miguel Ángel firmó; tallada cuando solo tenía 24 años.
1093,Literatura,¿Autor de Orgullo y Prejuicio?,Jane Austen,Charlotte Brontë,A,Fácil,Una de las novelas más famosas de la literatura inglesa sobre clases sociales y amor.
748,Gastronomía,¿Bebida con lúpulo y malta?,Cerveza,Vino,A,Fácil,La malta da el cuerpo y el lúpulo aporta el amargor y aroma característicos.
85,Arte,¿Quién pintó la Venus de Urbino?,Tiziano,Rafael,A,Difícil,Tiziano estableció con este cuadro el estándar del desnudo femenino recostado.
1117,Literatura,¿Quién escribió Odisea en el espacio?,Arthur C. Clarke,Isaac Asimov,A,Media,Escribió la novela a la vez que Stanley Kubrick rodaba la película.
785,Gastronomía,¿País que inventó la hamburguesa?,EE. UU.,Alemania,B,Media,Viene de la ciudad de Hamburgo; donde se servía el filete de carne picada antes de ir a EE.UU.
80,Arte,¿Quién pintó Gótico Americano?,Grant Wood,Edward Hopper,A,Media,Muestra a un granjero y su hija frente a una casa de estilo gótico rural.
1105,Literatura,¿Protagonista de Lolita?,Humbert Humbert,Quilty,A,Media,Novela polémica de Vladimir Nabokov sobre la obsesión de un hombre adulto.
758,Gastronomía,¿De qué está hecha la polenta?,Maíz,Trigo,A,Media,Es una gacha de harina de maíz hervida; muy típica del norte de Italia.
90,Arte,¿Quién pintó Tarde de domingo en la isla de la Grande Jatte?,Seurat,Signac,A,Difícil,Es la obra maestra del puntillismo; formada por millones de puntos de color.
1086,Literatura,¿Autor de 1984?,George Orwell,Aldous Huxley,A,Fácil,Novela distópica que introdujo conceptos como el 'Gran Hermano' y la 'Policía del Pensamiento'.
760,Gastronomía,¿De qué país es el Pisco?,Perú/Chile,México,A,Fácil,Es un aguardiente de uvas que genera una histórica disputa de origen entre Perú y Chile.
77,Arte,¿Quién pintó El hijo del hombre?,Magritte,Dalí,A,Media,Muestra a un hombre con traje y una manzana verde flotando frente a su cara.
1112,Literatura,¿Quién escribió Fausto?,Goethe,Schiller,A,Media,Obra clásica alemana sobre un hombre que vende su alma al diablo (Mefistófeles).
796,Gastronomía,¿Qué es el Wasabi?,Raíz,Hojas,A,Fácil,Es un rábano picante japonés de color verde que se ralla para acompañar el sushi.
88,Arte,¿Quién pintó Retrato de Adele Bloch-Bauer I?,Klimt,Schiele,A,Media,Conocido como 'La dama de oro'; fue expoliado por los nazis y devuelto años después.
1087,Literatura,¿Autor de Crónicas Marcianas?,Ray Bradbury,Philip K. Dick,A,Media,Relatos que narran la colonización de Marte por parte de los humanos.
795,Gastronomía,¿Qué es el Tofu?,Leche de soja,Queso de vaca,A,Fácil,Se obtiene coagulando la leche de soja y prensando el cuajo resultante.
89,Arte,¿Quién pintó Saturno devorando a su hijo?,Goya,Velázquez,A,Media,Forma parte de las 'Pinturas Negras' que Goya pintó directamente en las paredes de su casa.
1110,Literatura,¿Quién escribió El Alquimista?,Paulo Coelho,Gabriel García Márquez,A,Fácil,Es uno de los libros más leídos y traducidos del mundo contemporáneo.
762,Gastronomía,¿De qué país es la Paella?,España,Portugal,A,Fácil,Es un plato a base de arroz originario de la Albufera de Valencia.
87,Arte,¿Quién pintó Nighthawks?,Edward Hopper,Andy Warhol,A,Media,Muestra a personas en una cafetería nocturna; capturando la soledad urbana.
1104,Literatura,¿Protagonista de El guardián entre el centeno?,Holden Caulfield,Huckleberry Finn,A,Media,Es el icono de la rebeldía adolescente en la novela de J.D. Salinger.
797,Gastronomía,¿Qué es la Quinoa?,Pseudocereal,Legumbre,A,Media,Se consume como un cereal pero botánicamente es una semilla emparentada con las espinacas.
74,Arte,¿Quién pintó El entierro del conde de Orgaz?,El Greco,Velázquez,A,Media,Obra maestra situada en la Iglesia de Santo Tomé en Toledo.
1116,Literatura,¿Quién escribió Moby Dick?,Herman Melville,Jack London,A,Fácil,Publicada en 1851; es considerada una de las grandes novelas americanas.
794,Gastronomía,¿Qué es el Sake?,Vino de arroz,Cerveza de maíz,A,Fácil,Bebida alcohólica japonesa obtenida de la fermentación del arroz.
73,Arte,¿Quién pintó Composición en rojo; azul y amarillo?,Mondrian,Kandinsky,A,Media,Pionero de la abstracción geométrica usando solo colores primarios y líneas negras.
1113,Literatura,¿Quién escribió La Divina Comedia?,Dante Alighieri,Petrarca,A,Fácil,Poema épico que describe el viaje por el Infierno; el Purgatorio y el Paraíso.
806,Gastronomía,¿Qué país inventó la ensalada César?,México,Italia,A,Difícil,Fue creada por Caesar Cardini; un inmigrante italiano en su restaurante de Tijuana; México.
72,Arte,¿Quién pintó Campbell's Soup Cans?,Andy Warhol,Roy Lichtenstein,A,Fácil,Obra icónica del Pop Art que elevó un objeto cotidiano a la categoría de arte.
1094,Literatura,¿Autor de Un mundo feliz?,Aldous Huxley,George Orwell,A,Media,Novela distópica que presenta una sociedad controlada por el placer y la tecnología.
793,Gastronomía,¿Qué es el Ghee?,Mantequilla clarificada,Aceite de coco,A,Media,Muy común en la cocina india; se obtiene eliminando los sólidos lácteos de la mantequilla.
75,Arte,¿Quién pintó El grito de la independencia?,Siqueiros,Orozco,A,Difícil,Orozco y Siqueiros fueron grandes muralistas mexicanos junto a Diego Rivera.
1241,Música,¿Qué instrumento tocaba Sherlock Holmes?,Violín,Piano,A,Fácil,En las novelas de Conan Doyle; Holmes toca un Stradivarius para relajarse y pensar.
1366,Récords,¿Qué animal tiene el récord de sueño (22h)?,Koala,Perezoso,A,Media,Su dieta de eucalipto es tan baja en nutrientes que necesitan dormir casi todo el día para digerir.
471,Curiosidades,¿Qué inventó el creador del algodón de azúcar?,Un dentista,Un pastelero,A,Difícil,William Morrison lo inventó en 1897; irónicamente ayudando a generar más caries después.
1216,Música,¿Álbum más vendido de la historia?,Thriller,Dark Side of the Moon,A,Media,El disco de Michael Jackson (1982) ha vendido más de 70 millones de copias certificadas.
1351,Récords,¿Objeto humano más lejano de la Tierra?,Voyager 1,Sputnik,A,Fácil,Lanzada en 1977; ya ha salido del sistema solar y está en el espacio interestelar.
463,Curiosidades,¿Qué animal no puede lamerse el codo?,Perro,Cocodrilo,B,Media,Su anatomía rígida y cuello corto hacen que sea físicamente imposible realizar ese movimiento.
1231,Música,¿En qué grupo cantaba Freddie Mercury?,Queen,The Who,A,Fácil,Lideró la banda británica desde 1970 hasta su muerte; siendo uno de los mejores frontman.
1368,Récords,¿Quién tiene más premios Oscar?,Walt Disney,Steven Spielberg,A,Media,Disney ganó 22 premios Oscar competitivos y 4 honoríficos de un total de 59 nominaciones.
470,Curiosidades,¿Qué fruta es en realidad una hierba?,Plátano,Fresa,A,Difícil,La planta del plátano no tiene tronco leñoso; por lo que técnicamente es la hierba más grande.
1225,Música,¿Cuántas cuerdas tiene un violonchelo?,4,6,A,Fácil,Al igual que el violín y la viola; tiene 4 cuerdas afinadas en Do; Sol; Re y La.
1339,Récords,¿Edificio más alto del mundo?,Burj Khalifa,Empire State,A,Fácil,Situado en Dubái; mide 828 metros de altura y tiene 163 pisos.
466,Curiosidades,¿Qué animal tiene la lengua azul?,Jirafa,Oso polar,A,Media,Su lengua oscura (negra o azul) evita que se queme con el sol mientras come de los árboles.
1249,Música,¿Quién es el Rey del Pop?,Michael Jackson,Elvis Presley,A,Fácil,Apodo que recibió por su dominio absoluto de las listas de ventas en los años 80 y 90.
1347,Récords,¿Mamífero más rápido del mundo?,Guepardo,León,A,Fácil,Puede alcanzar los 110-120 km/h en carreras cortas de menos de 500 metros.
472,Curiosidades,¿Qué parte nunca deja de crecer?,Ojos,Orejas y nariz,B,Fácil,El cartílago se expande y la gravedad lo estira gradualmente con el paso de los años.
1229,Música,¿De qué país es el grupo ABBA?,Suecia,Noruega,A,Fácil,Agnetha; Björn; Benny y Anni-Frid formaron el grupo en Estocolmo en 1972.
1335,Récords,¿Ciudad más poblada del mundo?,Tokio,Nueva York,A,Media,Su área metropolitana alberga a más de 37 millones de habitantes.
469,Curiosidades,¿Qué animal tiene tres corazones?,Pulpo,Ballena,A,Fácil,Dos corazones bombean sangre a las branquias y uno al resto del cuerpo.
1220,Música,¿Cantante de los Rolling Stones?,Mick Jagger,Keith Richards,A,Fácil,Jagger es el vocalista principal y Richards es el guitarrista icónico del grupo.
1331,Récords,¿Animal que vive más años?,Tortuga gigante,Tiburón de Groenlandia,B,Difícil,Se han encontrado ejemplares de este tiburón con más de 400 años de edad.
458,Curiosidades,¿Metal líquido a temp. ambiente?,Mercurio,Plomo,A,Fácil,Es el único metal elemental que se mantiene líquido en condiciones normales de presión.
1248,Música,¿Quién compuso la Quinta Sinfonía?,Beethoven,Mozart,A,Fácil,"Famosa por su inicio de cuatro notas: ""da-da-da-dum""; estrenada en Viena en 1808."
1352,Récords,¿Océano más grande?,Pacífico,Atlántico,A,Fácil,Ocupa un tercio de la superficie terrestre y es más grande que todas las tierras emergidas juntas.
